conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1961550993579221115,Fri Aug 29 22:06:15 +0000 2025,3,- gaji dpr g ngotak - ruu penting kgk di sah-in (DARI KMRN ) - isilop lindes ojol - isilop brutality - pendemo makin anarkis (ampe fasilitas umum pada rusak anj) - pada mulai ngejarah (warga yg kaya pun kena) - ada lagi isu bau mengkambing hitamkan ras KACAU UDH KACAU,1961550993579221115,,,in,,0,1,0,https://x.com/undefined/status/1961550993579221115,1471013311638503424,
1960289195374899648,Fri Aug 29 22:06:12 +0000 2025,0,@riekediahp Mbak oneng tolong gaungkan opini ini. Naikan gaji guru dan pegawai kecil agar ekonomi dibawah berputar. warung bakal rame umkm rame. Naikan gaji DPR hanya dihambur hamburkan belanja dan plesir ke luar negeri. Mosok opini ini justru SBY yang suarakan. PDI jangan goblok,1961550982938300836,,riekediahp,in,,0,0,0,https://x.com/undefined/status/1961550982938300836,1400286995541155843,
1961436703362810140,Fri Aug 29 22:05:51 +0000 2025,0,@MasBRO_back Gaji diatas 200 jutaan lebih kerja molor....anjing banget sih @DPR_RI,1961550892068737289,,MasBRO_back,in,,0,0,0,https://x.com/undefined/status/1961550892068737289,1528587784306405376,
1961469472855699488,Fri Aug 29 22:04:19 +0000 2025,0,@tempodotco kan kamu yg bikin rusuh duluan ndut pake acara naikin gaji DPR. sekarang so soan jadi pahlawan,1961550506188587258,,tempodotco,in,,0,0,0,https://x.com/undefined/status/1961550506188587258,1433636523153367042,
1961550113337479296,Fri Aug 29 22:02:45 +0000 2025,0,Baca teks ya anda? Cih Makanya buka itu pintu dpr. Gaji darimana anda klo bukan dari uang rakyat?,1961550113337479296,,,in,,0,0,0,https://x.com/undefined/status/1961550113337479296,1809227238220730368,
1961036563149980070,Fri Aug 29 22:02:42 +0000 2025,0,@PDI_Perjuangan Usulkan saja gaji guru dan pegawai kecil naik. Cara seperti itu akan membuat ekonomi bawah bergerak. warung kecil rame umkm rame. Daripada naikan gaji DPR duit untuk plesir dan belanja di luar negeri. Sekarang opini ini yang digaungkan SBY,1961550100356108672,,PDI_Perjuangan,in,,0,0,0,https://x.com/undefined/status/1961550100356108672,1400286995541155843,
1961398607375929685,Fri Aug 29 21:54:00 +0000 2025,1,@Bambangmulyonoo Gaji anggota DPR yg sdh besar pajaknya ditanggung Negara itu namanya tdk kena pajak sedangkan gaji karyawan rendahan tetap kena pajak dipotong langsung dari gajinya ini sungguh tidak adil sangat menyakiti hati Rakyat,1961547911441125394,,Bambangmulyonoo,in,,0,1,0,https://x.com/undefined/status/1961547911441125394,1210805499085541377,
1961447499639443886,Fri Aug 29 21:53:34 +0000 2025,0,@AJEnglish Gaji DPR ini lewat PP presiden tahun seblmnya. Jd tau kan siapa perusak di Republik Indonesia ????? ttps://www.inilah.com/siapa-yang-menentukan-gaji-dpr,1961547800199803100,,AJEnglish,in,,0,0,0,https://x.com/undefined/status/1961547800199803100,1146912313514921984,
1961480156775956892,Fri Aug 29 21:49:32 +0000 2025,0,@Singo_Yudho5 @Dennysiregar7 @prabowo Kejauhan pikiran elu... Masalahnya anggota DPR dpt gaji gedhe plus tunjangan² yg ngga ngotak &amp; ngga bayar pajak. Sementara kerjaan mrk cuma nari² doang. Rakyat marah lah!,1961546787568992598,,Singo_Yudho5,in,,0,0,0,https://x.com/undefined/status/1961546787568992598,2573925402,
1961544876652175428,Fri Aug 29 21:49:31 +0000 2025,3,Para artis yg dah gak laku pada milih jabatan di DPR yg duduk nyaman dg gaji ratusan juta perbulan. Dulu kita kyk takjub jk meliat di panggung. Jaman sudah berubah rakyat tidak bodoh lagi. Mrk tanpa rakyat dan penggemar hanya sbg pengemis tahunan. https://t.co/Qkj4SPORsN,1961546781998596178,https://pbs.twimg.com/ext_tw_video_thumb/1961546441089859584/pu/img/ph9eCxHH1Mmu0FvM.jpg,hannajoe20,in,,0,0,0,https://x.com/undefined/status/1961546781998596178,1445131067246137348,
